i,j,lb,ub_min_x,nc,rfr,rsr,ub_ext_1,ub_none,ub_bad,ub_ext_21,ub_ext_22,ub_ext_23,ub_ext_25,ub_ext_3,ub_ext_4
18,4,70,71.7332762,1.8,0.25,0.5,71.73327623,77.07881697,77.07881697,71.97770935,71.894722,71.88585884,71.70578121,71.6767307,71.67673066
18,5,52,53.3968154,1.8,0.25,0.5,53.39681536,57.22445459,57.22445459,54.7253485,53.96630491,53.6111741,53.41145621,53.3843651,53.38436514
18,6,62,64.8420761,1.8,0.25,0.5,64.8420761,68.40616437,68.40616437,65.75659761,65.38111276,65.03895714,65.80761996,64.838755,64.83875498
18,7,48,49.594778,1.8,0.25,0.5,49.59477795,52.01783312,52.01783312,50.12719588,50.04645547,49.40065615,49.33951099,49.3187878,49.31878779
18,8,52,53.0424492,1.8,0.25,0.5,53.04937799,54.61010217,54.61010217,53.82784487,53.28469169,53.19350571,53.16108502,53.0336286,53.03362858
18,9,47,48.8730003,1.8,0.25,0.5,48.87300031,51.95949719,51.95949719,49.75620365,49.20959586,49.10339688,48.89953867,48.8856557,48.87300031
18,10,49,49.9358868,1.8,0.25,0.5,49.93588684,53.36831947,53.36831947,50.49058623,50.0548074,49.99682194,49.74527107,49.7415147,49.7415147
19,1,40,42.3564115,1.8,0.25,0.7,42.35641149,45.14519908,45.14519908,42.59442561,42.21603529,42.13606492,42.06697346,42.5686716,42.35641149
19,2,58,58.904587,1.8,0.25,0.7,58.90458704,61.46516122,61.46516122,59.92814662,59.73469746,59.50376077,59.0413289,58.904587,58.90458704
19,3,83,83.6455278,1.8,0.25,0.7,83.64552781,88.26360382,88.26360382,84.91736306,84.11542792,84.02836486,83.4153761,83.264736,83.26473599
19,4,39,42.858108,1.8,0.25,0.7,42.85810804,44.48624872,44.48624872,43.05725432,42.94000676,42.90345497,42.85988408,42.858108,42.85810804
19,5,48,50.7288361,1.8,0.25,0.7,50.42291091,53.30175087,53.30175087,51.14731979,50.91899437,50.50778218,50.43053527,50.4229109,50.42291091
19,6,49,49.6963417,1.8,0.25,0.7,49.69634171,52.49424431,52.49424431,50.92452165,50.35184448,49.77705656,49.70513133,49.6961383,49.69613828
19,7,57,61.2958589,1.8,0.25,0.7,61.29585892,62.8189017,62.8189017,60.79570263,60.48175144,60.36323799,60.30683524,60.2981135,60.2981135
19,8,55,56.8091645,1.8,0.25,0.7,56.80916448,59.48296473,59.48296473,58.19202147,57.77136868,57.36490903,56.76279294,56.6322238,56.63222385
19,9,38,41.7068417,1.8,0.25,0.7,41.70684165,43.84368267,43.84368267,42.15741552,41.8304584,41.73406071,41.71900429,41.7068416,41.70684165
19,10,47,47.7979151,1.8,0.25,0.7,48.83667928,52.5610265,52.5610265,49.0012881,48.50876384,48.1263698,48.22579759,47.7688341,47.76883408
20,1,57,58.3871033,1.8,0.25,1,58.38710325,63.07268812,63.07268812,59.55643424,59.01647088,58.59472195,58.59183484,58.4710027,58.47100271
20,2,70,71.060233,1.8,0.25,1,71.06023304,73.61555651,73.61555651,71.74777181,71.56603857,71.17433532,71.10409375,70.8987887,70.89504734
20,3,49,50.9430846,1.8,0.25,1,50.95446531,53.93996135,53.93996135,52.03585761,51.50228906,50.96211109,51.02560914,50.7268632,50.72686316
20,4,43,46.5819932,1.8,0.25,1,46.58199321,49.06743331,49.06743331,47.17747948,46.74914479,46.63020948,46.58655462,46.5819932,46.58199321
20,5,61,63.077155,1.8,0.25,1,63.07715502,65.39334005,65.39334005,63.99295729,63.20805055,63.20767306,63.17379106,63.077155,63.07715502
20,6,51,53.8793666,1.8,0.25,1,53.87936656,58.05444819,58.05444819,54.64102568,54.07209337,53.8879006,53.79946492,53.7241666,53.72416661
20,7,42,43.8658655,1.8,0.25,1,43.86586548,46.45477047,46.45477047,43.95034098,43.38621203,43.2831632,42.94059736,42.8597283,42.85935827
20,8,51,52.0105799,1.8,0.25,1,52.01057993,54.59515036,54.59515036,53.38526568,52.45974579,51.91098944,51.54089324,51.9401122,51.5137084
20,9,41,42.6901157,1.8,0.25,1,42.69011568,46.51812982,46.51812982,43.58261007,43.06810955,42.83065403,42.69584037,42.6539044,42.65390435
20,10,37,37.7792528,1.8,0.25,1,37.7549653,41.27517047,41.27517047,38.49667237,38.25865106,37.94405145,37.76005657,37.7564133,37.75641334
21,1,84,85.8747594,1.8,0.5,0.2,85.87331391,86.96192284,86.96192284,86.06813179,85.96926692,85.85998005,85.82547894,85.8254789,85.82547894
21,2,59,63.0291306,1.8,0.5,0.2,63.03536856,64.77026332,64.77026332,63.2821785,63.1250154,63.09503819,63.03826902,62.7429466,62.74294661
21,3,76,77.9177248,1.8,0.5,0.2,77.91772479,79.11163332,79.11163332,77.80747587,77.80548084,77.80538008,77.77342212,77.7733653,77.77525774
21,4,70,73.2190966,1.8,0.5,0.2,73.21909657,74.92300929,74.92300929,73.57300767,73.57300767,73.22107728,73.22107728,72.9283954,72.92839543
21,5,55,59.0032744,1.8,0.5,0.2,59.06573054,60.13770879,60.13770879,58.48689264,58.39023364,58.35880974,58.34960771,58.3496077,58.34960771
21,6,76,78.3479353,1.8,0.5,0.2,78.34900039,80.79284402,80.79284402,79.02191722,78.54996072,78.46403673,78.38046771,78.3479353,78.34793525
21,7,65,69.4051143,1.8,0.5,0.2,69.40511428,70.25533669,70.25533669,69.43981965,69.41728644,69.40511428,69.40275249,69.4027525,69.40511428
21,8,62,66.7980641,1.8,0.5,0.2,66.83047666,67.20117981,67.20117981,66.85959604,66.80789762,66.79806409,66.79357408,66.7935741,66.79357408
21,9,69,71.3411562,1.8,0.5,0.2,71.34115617,73.28475878,73.28475878,71.76821361,71.34708554,71.34676673,71.34115617,71.3411562,71.34115617
21,10,69,74.5606445,1.8,0.5,0.2,74.57462038,75.69119691,75.69119691,74.62679148,74.61928401,74.58327276,74.57985922,74.5606445,74.56064453
22,1,42,45.7190237,1.8,0.5,0.5,45.71884246,46.81544996,46.81544996,45.61285991,45.48705718,45.46280499,45.68292001,45.4510236,45.4510236
22,2,45,48.4737957,1.8,0.5,0.5,48.47698987,50.5766644,50.5766644,48.61343103,48.5168189,48.48322077,48.37914543,48.4681986,48.38082975
22,3,63,67.3586698,1.8,0.5,0.5,67.35866976,68.23459949,68.23459949,66.58980991,66.49330139,66.46363652,66.11643252,66.0714985,66.07490382
22,4,42,46.0635296,1.8,0.5,0.5,46.06352957,47.89226787,47.89226787,46.36155701,46.1501351,46.153419,46.19321853,46.0679369,46.06793687
22,5,52,55.0121387,1.8,0.5,0.5,54.6768722,56.86040453,56.86040453,54.46341682,54.41744145,54.34338375,54.04701791,54.2581619,54.03299804
22,6,52,56.6027404,1.8,0.5,0.5,56.81562365,58.83193815,58.83193815,56.97156002,56.62912979,56.28610662,56.34182911,56.0886717,56.0879312
22,7,60,63.8915863,1.8,0.5,0.5,63.88481323,65.7576873,65.7576873,64.35163314,64.11278197,63.90573709,63.77434509,63.8848132,63.77291106
22,8,55,59.5915133,1.8,0.5,0.5,59.57752715,60.49230795,60.49230795,59.70590128,59.61858447,59.59655093,59.58978859,59.5022697,59.50211597
22,9,76,77.5800686,1.8,0.5,0.5,77.44596731,79.46283571,79.46283571,78.49072427,77.71248187,77.14173355,77.17265046,77.1172006,77.07318142
22,10,55,60.0483087,1.8,0.5,0.5,60.08368504,61.22984919,61.22984919,60.099284,59.73705021,59.66710067,59.71016336,59.7797597,59.4565085
23,1,63,63.8771788,1.8,0.5,0.7,63.9656325,66.76321203,66.76321203,64.42795346,64.42627406,64.42627406,63.80890807,63.7613102,63.76131021
23,2,53,53.6017006,1.8,0.5,0.7,53.72354565,55.94777439,55.94777439,54.90234872,54.18306326,54.04832539,53.59309598,53.588026,53.58802598
23,3,46,48.7265537,1.8,0.5,0.7,48.68390496,50.37460717,50.37460717,49.07716991,48.91924865,48.81404147,48.97902302,48.683905,48.65660429
23,4,65,68.3560851,1.8,0.5,0.7,68.35608512,69.25420342,69.25420342,68.42718563,68.33483793,68.28677143,68.47575293,68.2546456,68.26128681
23,5,52,53.5262377,1.8,0.5,0.7,53.52623773,55.40522692,55.40522692,54.64436404,53.91012167,53.54343313,53.54377482,53.4202672,53.42026719
23,6,48,50.4058014,1.8,0.5,0.7,50.24496054,51.69000566,51.69000566,50.29030452,50.1893298,50.03703175,50.38973888,49.9427518,49.73739304
23,7,60,63.0052481,1.8,0.5,0.7,63.0052481,63.9283641,63.9283641,63.06997328,63.06303506,62.90916594,62.85084018,62.8300774,62.83007745
23,8,48,51.4164779,1.8,0.5,0.7,51.20075889,54.52404439,54.52404439,51.59030915,51.27990479,52.21144778,52.8904632,50.9503357,50.95033568
23,9,63,66.3244656,1.8,0.5,0.7,66.32446556,68.31078287,68.31078287,66.48093205,65.99843648,66.7572305,66.10258785,66.0846869,66.07042759
23,10,61,63.3333587,1.8,0.5,0.7,63.33335873,65.54951942,65.54951942,63.62399174,63.4491359,63.34340708,63.34135775,63.2935062,63.29350625
24,1,53,54.6934096,1.8,0.5,1,54.69340959,57.95215821,57.95215821,54.96466072,54.75014152,54.74198842,54.71194112,54.6724046,54.67240461
24,2,58,60.772368,1.8,0.5,1,59.63424846,62.01264583,62.01264583,60.0251626,59.88266746,59.87694705,59.6023279,59.6250759,59.62507595
24,3,69,72.7794836,1.8,0.5,1,72.77948361,75.92705302,75.92705302,72.41358901,71.3677227,71.06843034,70.29068849,69.9078116,69.90781157
24,4,53,53.7519775,1.8,0.5,1,53.75197749,57.10819747,57.10819747,54.99785063,54.11508196,54.01102319,53.77848335,53.7389152,53.74076229
24,5,51,53.3293897,1.8,0.5,1,53.32430098,56.42992394,56.42992394,53.30979018,52.78714035,52.76956406,52.87083081,52.32696,52.71731405
24,6,56,58.7109193,1.8,0.5,1,58.75294089,60.0012425,60.0012425,58.0506696,57.23106674,57.12750813,57.07424243,56.801784,56.80276725
24,7,44,46.7245218,1.8,0.5,1,46.74588598,48.48877982,48.48877982,46.76978063,46.66234275,46.54965475,46.23607054,46.2903717,46.28812266
24,8,38,40.8613377,1.8,0.5,1,40.41038449,43.1468301,43.1468301,41.0226053,40.97356497,40.7861399,41.05504665,40.7719169,40.56471164
24,9,43,46.0669752,1.8,0.5,1,46.10890073,48.69508981,48.69508981,46.26929943,46.16205412,46.11434242,46.06758436,45.9896347,45.99060122
24,10,53,55.0033034,1.8,0.5,1,55.00364483,58.65860916,58.65860916,55.34901521,54.68707356,54.76339083,53.67296617,54.2809834,54.25951713
25,1,93,96.8352461,1.8,0.75,0.2,96.83400123,97.1686573,97.1686573,96.87684878,96.81239865,96.81061909,96.8091052,96.8091052,96.80902048
25,2,75,79.3224732,1.8,0.75,0.2,79.32247323,79.9495126,79.9495126,78.78876911,78.78594921,78.78594921,78.78467641,78.7824172,78.78241716
25,3,76,81.261975,1.8,0.75,0.2,81.26864486,82.21671276,82.21671276,81.16604169,81.16577425,81.13738114,81.14106277,81.1332728,81.1332728
25,4,81,84.8772118,1.8,0.75,0.2,84.8772118,86.14954393,86.14954393,84.6464365,84.6243289,84.6243289,84.87497853,84.6202604,84.62026038
25,5,72,76.0218063,1.8,0.75,0.2,76.00266135,76.31927344,76.31927344,76.02428578,76.02428578,76.0339024,76.00266135,76.0026613,76.00266135
25,6,58,64.107951,1.8,0.75,0.2,63.96999265,65.2376027,65.2376027,63.64934175,64.09884034,63.92399278,63.90089794,63.404253,63.40425299
25,7,95,99.1064106,1.8,0.75,0.2,99.10641055,99.9245326,99.9245326,99.15241682,99.13875116,99.12822903,99.07008818,99.0700882,99.07008818
25,8,69,73.8040747,1.8,0.75,0.2,73.80407473,74.36985918,74.36985918,73.84901702,73.80833248,73.80568597,73.80407473,73.8040747,73.80407473
25,9,84,88.8209423,1.8,0.75,0.2,89.02633329,90.52597787,90.52597787,88.71291209,88.71291209,88.71291209,88.73274598,88.2206001,88.22552042
25,10,58,61.4936287,1.8,0.75,0.2,61.60831005,62.18320858,62.18320858,61.72557558,61.71684364,61.71614471,61.60831005,61.6083101,61.49362869
26,1,59,62.4044508,1.8,0.75,0.5,62.4044508,64.20612103,64.20612103,62.53114359,62.46772757,62.60763129,62.57907353,62.4044508,62.4044508
26,2,40,42.7709323,1.8,0.75,0.5,42.18862582,44.98136098,44.98136098,42.55489183,42.09408559,42.09938144,42.24774867,41.7507887,41.74973696
26,3,58,61.424573,1.8,0.75,0.5,61.43268903,63.8206009,63.8206009,61.30003849,60.26856135,60.20229678,60.81112656,60.8649786,60.80754314
26,4,62,66.9694319,1.8,0.75,0.5,66.64415196,68.28829379,68.28829379,66.49164049,66.22140403,66.45339184,66.34568091,66.1330895,66.13308955
26,5,74,78.6332825,1.8,0.75,0.5,78.63328246,80.57980357,80.57980357,78.52490198,78.94963991,78.881509,78.95829522,78.3356439,78.33564389
26,6,53,56.8700689,1.8,0.75,0.5,56.86033233,58.18556996,58.18556996,56.88078601,56.73408486,57.10924939,57.17489229,56.7017089,56.70324856
26,7,56,59.8781032,1.8,0.75,0.5,59.8781032,61.36641899,61.36641899,59.83748431,59.66320565,59.64590502,59.62739866,59.7004904,59.62548311
26,8,66,68.8908394,1.8,0.75,0.5,68.89083939,71.09833086,71.09833086,68.92557207,69.33550697,68.88703387,69.25586837,68.2412275,68.24122749
26,9,43,47.4034035,1.8,0.75,0.5,47.47296479,48.3774936,48.3774936,46.97727429,47.04939115,46.99932708,47.26013575,46.9035839,46.86396317
26,10,49,53.7866054,1.8,0.75,0.5,53.93883627,54.74107478,54.74107478,53.77634926,53.74092588,53.69316077,53.66862055,53.6686206,53.66862055
27,1,43,47.0342832,1.8,0.75,0.7,47.0375439,48.33155275,48.33155275,47.08237151,47.06571244,47.1024715,47.35658407,47.0222071,47.0152248
27,2,58,60.076152,1.8,0.75,0.7,60.76921752,63.74240115,63.74240115,60.63622654,60.40119047,59.27388637,59.9282176,59.0350847,59.0350847
27,3,60,62.8648179,1.8,0.75,0.7,62.22930193,64.68710735,64.68710735,62.69320143,62.4080331,62.55194818,62.25256033,61.9955612,61.99581477
27,4,64,65.9437663,1.8,0.75,0.7,65.18048553,68.92641684,68.92641684,66.44619086,65.73632866,65.15237937,65.82758283,65.8519329,65.85193294
27,5,49,54.2493698,1.8,0.75,0.7,54.24936984,55.21319698,55.21319698,53.64821318,53.37531724,53.37355659,53.49485218,53.2962481,53.29697896
27,6,59,63.3916901,1.8,0.75,0.7,63.31957757,66.02021421,66.02021421,63.34265343,63.13916666,63.74640195,63.09322118,63.0691651,63.06916515
27,7,49,53.3886382,1.8,0.75,0.7,52.86879973,54.46567027,54.46567027,52.99234223,52.64757079,52.61623013,52.51905401,52.5198354,52.51829163
27,8,66,68.4445777,1.8,0.75,0.7,68.44508483,70.59798651,70.59798651,68.53404056,67.76896544,67.82867794,67.53877975,67.4528593,67.44518155
27,9,55,58.2041311,1.8,0.75,0.7,58.20557013,61.23095382,61.23095382,58.25981373,57.87130809,57.08910884,57.28499089,57.3931632,57.84426789
27,10,62,64.5912951,1.8,0.75,0.7,64.52352294,65.62780012,65.62780012,63.90847512,63.87284425,63.68814838,64.10090845,63.1758711,62.84021412
28,1,69,69.6186684,1.8,0.75,1,70.85332743,74.26116834,74.26116834,69.8858624,69.87677735,69.75843786,69.29150369,69.1720686,69.15489703
28,2,57,57.5010547,1.8,0.75,1,57.58612289,60.10664577,60.10664577,58.91165188,58.22211776,58.33471859,57.98548954,57.6002165,57.55312983
28,3,40,43.7837365,1.8,0.75,1,43.33334479,45.3404381,45.3404381,43.51094433,43.18342668,43.31324911,43.31108423,43.137589,43.22952603
28,4,49,49.7430979,1.8,0.75,1,49.74309793,54.63887593,54.63887593,50.83019662,50.72602893,51.01071669,49.90129912,50.5348789,50.58307019
28,5,73,76.1612255,1.8,0.75,1,76.14923265,78.32717685,78.32717685,75.82930042,74.78723497,74.37039569,73.97745661,73.6485664,73.64856645
28,6,55,57.4636324,1.8,0.75,1,57.55708382,59.2308894,59.2308894,58.02896609,57.73296995,57.35505891,57.42191028,57.5219125,57.44663257
28,7,48,49.7992773,1.8,0.75,1,49.60435072,52.74386731,52.74386731,50.13179911,50.14891448,50.13663059,49.86925794,49.5526605,49.64633238
28,8,53,54.8447768,1.8,0.75,1,54.84315756,56.42684258,56.42684258,55.5111018,55.16802196,54.82583221,54.7212168,54.7073786,54.7073786
28,9,62,65.9809896,1.8,0.75,1,65.61378234,67.71722436,67.71722436,65.39366293,64.83715872,64.96132059,64.55266096,65.0814386,65.08150821
28,10,59,59.2446122,1.8,0.75,1,59.2398802,63.30114789,63.30114789,60.7305937,60.52202826,60.31329996,60.11865508,60.0582377,59.2912961
29,1,85,91.6263105,1.8,1,0.2,91.64018113,92.54309677,92.54309677,91.60725431,91.57451971,91.62690841,91.62631053,91.626659,91.57451937
29,2,90,94.6199341,1.8,1,0.2,94.59763173,95.90281358,95.90281358,94.67904833,94.61860259,94.59576911,94.59576911,94.602716,94.60271602
29,3,78,83.2477689,1.8,1,0.2,83.51710508,84.56401732,84.56401732,82.96994456,82.96994456,82.96994456,82.95082597,82.950826,82.95082597
29,4,103,108.2460728,1.8,1,0.2,108.1904449,108.376406,108.376406,108.2460728,108.1855704,108.2394791,108.2394791,108.168027,108.1680265
29,5,98,102.6077452,1.8,1,0.2,102.6077452,103.3533486,103.3533486,102.8117792,102.662336,102.6100021,102.915274,102.607745,102.6077452
29,6,92,97.7314991,1.8,1,0.2,97.8019199,98.81480737,98.81480737,97.91821884,97.69845179,97.79078675,97.78301541,97.7826599,97.68953973
29,7,73,77.1411855,1.8,1,0.2,77.05301459,77.75826004,77.75826004,77.31848438,77.08288268,77.05366097,77.05366097,77.0530146,77.05301459
29,8,80,86.0970246,1.8,1,0.2,85.77656317,86.98096721,86.98096721,85.96081209,85.79032065,85.79425958,86.20820243,86.0808608,85.77651774
29,9,97,103.6111365,1.8,1,0.2,103.6101564,105.0393746,105.0393746,103.538179,103.0903769,103.360544,103.4960626,103.355527,103.3555272
29,10,76,79.5722978,1.8,1,0.2,79.62274051,80.30774275,80.30774275,79.56772001,79.61596542,79.7601035,79.56552269,79.6189947,79.61899472
30,1,47,51.4028025,1.8,1,0.5,51.6132176,53.25779238,53.25779238,51.48277818,51.82406694,51.91135848,51.98067747,51.3468992,51.34689924
30,2,68,73.8907774,1.8,1,0.5,73.73533575,76.07844785,76.07844785,73.75374213,73.67103636,73.59664721,73.783408,73.732962,73.680437
30,3,55,59.420261,1.8,1,0.5,59.42329518,60.31168239,60.31168239,59.61104415,59.45039669,59.4397379,59.42239993,59.4152579,59.41525787
30,4,53,58.2427447,1.8,1,0.5,58.37980286,60.49226882,60.49226882,58.73187453,58.67955841,58.68492028,58.10490053,58.1675323,58.20518578
30,5,54,59.2695235,1.8,1,0.5,59.34292281,60.38641671,60.38641671,59.33877681,59.17507961,59.23164713,59.28659433,59.282393,59.28239303
30,6,62,66.6829737,1.8,1,0.5,66.62980573,67.51092431,67.51092431,66.49137048,66.39191913,66.3205212,66.7438473,66.4211756,66.42117556
30,7,68,74.2070043,1.8,1,0.5,74.20700427,75.7626505,75.7626505,74.36075625,74.25106876,74.25106826,74.2383328,73.9071287,73.90793522
30,8,46,50.6253048,1.8,1,0.5,50.72606195,52.67060243,52.67060243,50.97173903,50.82816186,50.86796575,50.67728589,50.6655295,50.75711711
30,9,46,51.6363049,1.8,1,0.5,51.65888247,53.22647395,53.22647395,51.58142168,51.50080256,51.49963707,51.48979266,51.4897927,51.48979266
30,10,53,57.2460544,1.8,1,0.5,57.54521175,58.35610442,58.35610442,57.26974278,57.07513916,57.10590705,57.25661499,57.1480213,57.09099698
31,1,43,44.2227838,1.8,1,0.7,44.22278375,47.10088796,47.10088796,45.14510643,45.07165785,44.03202204,44.25241171,43.8710767,44.41969975
31,2,63,64.4381746,1.8,1,0.7,64.44234001,67.06414006,67.06414006,65.23785316,65.15069555,64.74654952,64.46125583,63.1085895,63.11800855
31,3,58,62.17812,1.8,1,0.7,62.05226165,64.6702906,64.6702906,62.47371504,61.91715048,62.40163138,62.1291832,61.7083036,61.67840649
31,4,50,51.1717276,1.8,1,0.7,51.17172759,53.18543124,53.18543124,52.37075956,51.7741213,51.02158096,51.22832874,51.6856276,51.3471461
31,5,52,56.3777771,1.8,1,0.7,56.37777714,57.30603698,57.30603698,56.46132146,56.41971894,56.59716214,56.26726848,56.3256102,56.30725972
31,6,53,56.9854741,1.8,1,0.7,56.82555672,58.44010864,58.44010864,56.4722183,55.69730121,56.24961325,56.23143492,55.8771634,55.8771634
31,7,61,66.2757323,1.8,1,0.7,65.90125439,67.7447328,67.7447328,65.42385394,65.16718247,65.47108668,64.78640937,64.7097442,64.6973057
31,8,58,62.1845915,1.8,1,0.7,62.20021546,63.98760173,63.98760173,62.20596636,62.11662195,62.6592067,62.63819148,61.6770104,61.69539081
31,9,50,54.3701511,1.8,1,0.7,54.34771819,55.83599408,55.83599408,54.65080119,54.43806137,54.31680106,54.33632233,54.3420962,54.34209623
31,10,55,60.1633812,1.8,1,0.7,60.11130108,61.65139154,61.65139154,60.0471926,59.92543226,60.03789554,60.05159306,59.84787,59.84787004
32,1,61,61.6978999,1.8,1,1,63.05800443,65.1690812,65.1690812,63.6779677,62.57688825,62.17468748,61.85530178,61.8092821,62.09472454
32,2,60,62.089174,1.8,1,1,62.29901243,66.23207086,66.23207086,62.64812364,62.37019761,61.95300422,61.70279148,61.9030889,61.61838565
32,3,57,60.7265367,1.8,1,1,60.21384647,62.03856147,62.03856147,60.29464296,60.00598736,60.07828556,60.03098541,59.4038947,59.40741451
32,4,68,72.3739917,1.8,1,1,72.79146653,75.91132209,75.91132209,71.12306162,71.41105213,71.86695108,71.55013187,71.3242842,70.85372639
32,5,54,57.0433505,1.8,1,1,57.48360139,59.13642169,59.13642169,58.260622,57.49242327,57.05975136,56.98597348,56.9825546,56.98411813
32,6,44,45.8266228,1.8,1,1,45.80601622,48.26511147,48.26511147,45.59540378,45.77285069,46.12516463,45.80764574,45.4712835,45.47128352
32,7,35,37.8051816,1.8,1,1,37.93795323,39.65958374,39.65958374,37.97411148,37.81194487,37.81720496,37.93928181,37.7742771,37.77427708
32,8,54,56.7558657,1.8,1,1,55.7678342,58.94363086,58.94363086,56.90959495,55.89084044,55.93161188,56.70273299,55.0699351,55.06993512
32,9,65,66.8482964,1.8,1,1,66.94214593,68.94241061,68.94241061,67.40531746,66.99420678,66.65926895,66.66612222,66.321401,66.32653378
32,10,51,53.6069203,1.8,1,1,52.59656972,56.86221645,56.86221645,53.6113574,53.74661634,52.92877139,53.10700209,52.4948381,52.85980791
33,1,65,69.2419272,2.1,0.25,0.2,69.24192723,71.03388174,71.03388174,69.87366431,69.3891242,69.37030104,69.25340774,69.2419272,69.24192723
33,2,60,62.3886728,2.1,0.25,0.2,62.38867275,64.59515788,64.59515788,62.68358745,62.40786337,62.24234417,62.16161872,62.1363507,62.1363507
33,3,55,58.6200758,2.1,0.25,0.2,58.62007579,59.65458507,59.65458507,59.10280997,59.04506675,58.90160731,58.66948367,58.6200758,58.62007579
33,4,77,79.9063566,2.1,0.25,0.2,79.9063566,82.72505573,82.72505573,80.4098367,80.25043795,80.1721126,79.98544292,79.9063566,79.9063566
33,5,53,55.547204,2.1,0.25,0.2,55.54720403,58.46463174,58.46463174,55.96501974,55.77367548,55.70175831,55.62390811,55.6545529,55.65455292
33,6,59,61.3669294,2.1,0.25,0.2,61.36692941,63.87720698,63.87720698,61.32237387,60.94717895,60.91081019,61.13943733,60.878675,60.87867499
33,7,58,60.1337458,2.1,0.25,0.2,60.13374577,63.85003589,63.85003589,61.75069016,60.65350978,60.33227455,60.23730954,60.1300593,60.13005934
33,8,61,61.823292,2.1,0.25,0.2,61.82329199,64.40223982,64.40223982,62.44085594,62.3941018,62.16211632,61.8288953,61.823292,61.82329199
33,9,65,67.9889494,2.1,0.25,0.2,67.98894941,69.85468596,69.85468596,68.70936273,68.30688767,68.07453588,67.9895115,67.9889494,67.98894941
33,10,53,55.1800904,2.1,0.25,0.2,55.18009044,58.0652168,58.0652168,55.93009131,55.54503018,55.23622953,55.18604561,55.1800904,55.18009044
34,1,68,72.0296223,2.1,0.25,0.5,72.02962228,74.51773955,74.51773955,71.65515152,71.54599932,71.46896978,71.38588749,71.3601031,71.36010312
34,2,44,46.1492322,2.1,0.25,0.5,46.14923219,48.56507097,48.56507097,46.98488751,46.52154648,46.17694672,46.15188064,46.1492322,46.14923219
34,3,69,70.614409,2.1,0.25,0.5,70.61440897,73.87858833,73.87858833,72.23202914,71.02077138,70.89265564,70.66902973,70.614409,70.61440897
34,4,67,67.6584732,2.1,0.25,0.5,67.65847318,70.54003099,70.54003099,68.8384646,68.49429157,68.16919101,67.84459499,67.5974684,67.59746844
34,5,63,64.1057934,2.1,0.25,0.5,64.10579339,67.96122737,67.96122737,65.69818638,64.90679034,64.30896618,64.28799157,64.1057934,64.10579339
34,6,52,54.5235136,2.1,0.25,0.5,54.52351361,57.22281774,57.22281774,54.74876113,54.74776733,54.62545492,54.53371788,54.5235136,54.52351361
34,7,58,59.8030174,2.1,0.25,0.5,59.80301739,63.20139312,63.20139312,60.61590036,60.37408981,59.90981102,59.7103277,59.6986121,59.6986121
34,8,58,59.9737697,2.1,0.25,0.5,59.97376965,61.0064422,61.0064422,60.31711386,59.96073867,59.82134412,59.7754583,59.0944044,59.09402808
34,9,60,61.7672386,2.1,0.25,0.5,61.76723862,66.4990389,66.4990389,62.37997758,62.20665766,62.01463984,61.77060801,61.7195721,61.71957207
34,10,47,50.1551809,2.1,0.25,0.5,50.15518087,53.14955471,53.14955471,50.62756303,50.36124031,50.28002225,50.16935038,50.1551809,50.15518087
35,1,57,59.2688483,2.1,0.25,0.7,59.26884831,61.91090853,61.91090853,59.70260423,59.60043628,59.35395471,59.21717449,59.1797448,59.17986598
35,2,53,54.2730451,2.1,0.25,0.7,54.27304506,56.84100645,56.84100645,55.15942052,54.41543597,54.37920687,54.3242666,54.2730451,54.27304506
35,3,60,61.7698445,2.1,0.25,0.7,61.76984449,63.53117166,63.53117166,62.05216029,61.61897626,61.6189459,61.56562892,61.508503,61.50850302
35,4,50,52.300239,2.1,0.25,0.7,52.30023903,55.29746251,55.29746251,52.72424677,52.52578077,52.36691744,52.3283498,52.300239,52.30023903
35,5,60,61.3650585,2.1,0.25,0.7,61.36505845,64.07617715,64.07617715,62.76033763,62.22292261,61.61762346,61.28510339,61.2364154,61.23641537
35,6,58,58.6587859,2.1,0.25,0.7,58.65878594,62.93423074,62.93423074,59.72102277,59.33128936,58.93791187,58.72292235,58.6521371,58.65213709
35,7,61,63.6619823,2.1,0.25,0.7,63.66198229,65.71956166,65.71956166,63.92802794,63.85766279,63.83400377,63.67557346,63.6619823,63.66198229
35,8,63,65.0637653,2.1,0.25,0.7,65.06376534,67.35475291,67.35475291,65.55500557,65.34104973,65.34616823,65.17596135,65.0636827,65.06368272
35,9,59,61.8336401,2.1,0.25,0.7,61.83364013,64.29140858,64.29140858,62.21858901,61.95812392,61.94498875,61.85942517,61.8235653,61.82356535
35,10,59,60.1309827,2.1,0.25,0.7,60.13098268,63.49039819,63.49039819,60.74344984,60.2774069,59.92822697,60.13110139,59.8895268,59.88952675
36,1,66,66.5983751,2.1,0.25,1,66.59837506,70.15010733,70.15010733,67.4514931,67.17836201,67.02275694,66.84695417,66.5562646,66.55650778
36,2,44,45.6983046,2.1,0.25,1,45.69830464,47.72108305,47.72108305,46.20169892,46.03158524,45.90680183,45.77092017,45.6849777,45.68497774
36,3,61,61.0862303,2.1,0.25,1,61.08623025,64.24574955,64.24574955,62.70026217,62.07644706,61.88405408,61.20594144,61.0862303,61.08623025
36,4,59,60.4413893,2.1,0.25,1,60.44138925,63.15565483,63.15565483,61.75951461,60.98808261,60.87329582,60.53542926,60.4373913,60.43739131
